"round","project","bug_id","seed","budget","tests","coverage","line_cov","branch_cov","total_goals","covered_goals","lines","covered_lines","total_branches","covered_branches","buggy_result","buggy_fails","fixed_result","fixed_fails","verdict"
1,"Closure",59,20260918,60,85,57.09,61.2,52.04,1251,713,151,439,366,142,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
1,"Closure",5,20260918,60,1,3.04,4.47,1.61,303,9,13,8,120,0,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",60,20260918,60,189,46.01,46.25,46.21,3345,1538,172,425,2380,1075,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
1,"Closure",61,20260918,60,160,47.93,48.96,46.9,3337,1576,172,448,2376,1090,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",62,20260918,60,8,"","","",0,0,0,0,0,0,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",64,20260918,60,89,52.73,54.12,47.24,1218,611,148,414,356,127,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
1,"Closure",65,20260918,60,28,15.23,18.74,11.85,1321,188,36,110,720,74,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",66,20260918,60,23,25.52,18.92,32.36,1713,456,41,137,980,313,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",67,20260918,60,16,52.04,61.89,42.2,417,223,43,151,150,52,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
1,"Closure",68,20260918,60,17,17.38,17.75,17.01,1720,300,67,177,698,106,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",69,20260918,60,10,15.62,12.95,20.22,1697,290,41,93,970,192,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",6,20260918,60,4,4.88,7.2,2.56,498,25,38,19,222,1,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",70,20260918,60,7,12.86,15.92,9.8,1448,190,59,125,648,56,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",71,20260918,60,3,18.79,24.1,13.48,479,91,22,60,226,27,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",72,20260918,60,11,7.79,10.87,4.71,223,19,15,15,80,0,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",73,20260918,60,25,14.01,16.09,11.61,1310,170,35,93,718,73,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Closure",74,20260918,60,19,12.78,5.84,21.27,1935,288,36,46,1144,243,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",75,20260918,60,148,45.97,44.75,46.85,3302,1519,170,405,2350,1077,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
1,"Closure",76,20260918,60,1,5.81,8.33,3.29,296,17,13,12,146,1,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",77,20260918,60,16,12.39,14.82,9.64,1276,144,33,83,702,57,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",78,20260918,60,33,15.11,7.98,24.93,1855,332,35,60,1100,274,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",79,20260918,60,12,32.83,36.27,29.39,512,170,33,103,214,54,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",7,20260918,60,42,55.98,57.65,54.32,332,184,80,98,102,54,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
1,"Closure",80,20260918,60,129,45.11,44.11,45.75,3302,1485,170,397,2356,1053,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
1,"Closure",81,20260918,60,4,9.5,13.99,5.01,1125,109,74,82,500,22,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",82,20260918,60,80,90.19,91.78,88.6,447,402,85,201,166,143,"NOT_RUN","","NOT_RUN","","NOT_AVAILABLE"
1,"Closure",83,20260918,60,6,58.29,72.87,44,238,156,15,135,44,16,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",84,20260918,60,6,10.87,15.61,6.13,1057,114,70,86,468,22,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",85,20260918,60,5,56.88,64.47,47.89,147,83,8,49,66,30,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",86,20260918,60,109,45.89,45.43,46.03,2795,1271,141,338,2014,908,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",87,20260918,60,12,12.3,10.86,13.74,806,93,29,48,354,49,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",88,20260918,60,1,6.85,9.52,4.17,246,17,12,12,114,1,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",89,20260918,60,44,22.41,26.72,18.49,1335,344,75,199,620,130,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",8,20260918,60,1,16.17,20.48,11.86,142,24,8,17,58,7,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",90,20260918,60,55,32.69,6.57,2.47,532,25,26,19,240,6,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",91,20260918,60,8,63.36,70,56.72,117,73,5,35,66,37,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",92,20260918,60,6,14.81,16.5,13.12,676,102,30,65,274,35,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",94,20260918,60,126,49.5,49.93,48.67,2635,1286,131,338,1922,917,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",95,20260918,60,7,15.39,18.71,12.08,1182,185,54,122,514,55,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",96,20260918,60,12,15.14,10.03,20.24,1537,245,38,63,900,179,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",97,20260918,60,17,14.6,9.76,19.45,1304,201,20,53,760,147,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",98,20260918,60,29,55.12,66.26,43.98,329,180,43,108,146,54,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",99,20260918,60,8,57.42,67.39,47.46,105,59,5,31,58,27,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Closure",9,20260918,60,7,67.7,64.81,70.59,159,104,17,70,44,30,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Codec",10,20260918,60,5,100,100,100,78,78,5,69,6,6,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Codec",11,20260918,60,18,96.25,97.26,95.24,115,110,14,71,36,34,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Codec",12,20260918,60,9,93.03,96.77,89.29,59,55,4,30,26,23,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Codec",13,20260918,60,88,92.46,94.66,90.26,997,852,68,429,492,395,"PASS",0,"FAIL",4,"INCONCLUSIVE"
1,"Codec",14,20260918,60,9,18.14,19.62,16.67,242,42,23,31,72,11,"FAIL",3,"FAIL",3,"INCONCLUSIVE"
1,"Codec",15,20260918,60,10,98.81,100,97.62,93,92,12,49,34,33,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Codec",16,20260918,60,22,100,100,100,256,256,11,161,88,88,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Codec",17,20260918,60,24,100,100,100,74,74,21,39,20,20,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Codec",18,20260918,60,22,100,100,100,74,74,21,39,20,20,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Codec",1,20260918,60,43,98.97,99.2,98.74,496,484,21,252,230,222,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Codec",3,20260918,60,74,83.99,88.42,79.56,953,797,56,397,484,382,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Codec",4,20260918,60,42,98.98,100,97.97,424,420,39,227,180,176,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Codec",5,20260918,60,40,98.98,100,97.46,424,419,39,227,180,175,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Codec",6,20260918,60,11,95.31,100,90.62,68,65,6,35,28,25,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Codec",7,20260918,60,13,98.76,51.53,44.78,430,207,39,118,184,82,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Codec",8,20260918,60,51,95.98,98.49,92.77,487,471,45,255,208,194,"PASS",0,"NOT_RUN","","NOT_AVAILABLE"
1,"Codec",9,20260918,60,17,95.45,69.91,60.1,409,265,40,151,174,108,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",10,20260918,60,23,86.9,88.24,84.72,191,165,30,105,56,48,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",11,20260918,60,11,94.29,88.57,100,57,49,13,31,12,12,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",12,20260918,60,50,63.03,66.19,56.21,797,491,68,321,282,148,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",13,20260918,60,47,58.19,60.98,54.25,798,463,68,296,282,142,"FAIL",2,"FAIL",2,"INCONCLUSIVE"
1,"Collections",14,20260918,60,6,72.22,66.67,77.78,27,19,8,12,2,2,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",15,20260918,60,21,100,100,100,137,137,28,86,32,32,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Collections",16,20260918,60,26,100,100,100,137,137,28,86,32,32,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",17,20260918,60,3,100,78.57,62.5,22,16,6,11,4,2,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",18,20260918,60,22,96.5,95.6,96.3,145,138,27,87,38,38,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",19,20260918,60,24,91.37,94.5,88.24,177,162,29,103,52,44,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",1,20260918,60,72,64.32,63.06,66.6,978,633,62,309,466,303,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",20,20260918,60,27,"","","",0,0,0,0,0,0,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",21,20260918,60,22,91.37,94.5,88.24,177,162,29,103,52,44,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",22,20260918,60,42,82.92,84.82,80.51,309,254,72,162,64,43,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",23,20260918,60,1,9.63,12.12,7.14,61,6,27,4,2,1,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",24,20260918,60,5,70.78,72,69.57,48,34,13,18,12,12,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",25,20260918,60,88,93.64,93.27,94.01,375,350,67,194,126,118,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",26,20260918,60,8,89.72,83.78,95.65,60,49,14,31,12,12,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",27,20260918,60,20,77.59,79.67,74.7,206,158,37,98,58,46,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",28,20260918,60,80,48.34,52.07,44.85,1424,697,156,424,542,248,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",2,20260918,60,50,57.37,58.8,51.69,762,422,65,271,272,129,"FAIL",1,"FAIL",1,"INCONCLUSIVE"
1,"Collections",3,20260918,60,102,94.26,94.8,93.73,598,560,48,310,258,241,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",4,20260918,60,24,91.13,92.79,88.57,181,164,28,103,56,49,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",5,20260918,60,23,100,100,100,131,131,28,82,30,30,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",6,20260918,60,82,70.46,71.46,69.47,982,691,62,353,466,317,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",7,20260918,60,57,66.4,68.25,60.78,791,506,66,327,284,164,"FAIL",8,"FAIL",8,"INCONCLUSIVE"
1,"Collections",8,20260918,60,9,83.38,82.14,84.62,123,102,15,69,36,30,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Collections",9,20260918,60,55,69.6,71.81,63.31,801,541,68,350,284,171,"FAIL",4,"FAIL",4,"INCONCLUSIVE"
1,"Compress",10,20260918,60,7,14.05,14.09,13.33,433,56,32,42,120,13,"FAIL",1,"FAIL",1,"INCONCLUSIVE"
1,"Compress",11,20260918,60,20,85.31,85.51,85.11,116,97,4,59,46,39,"FAIL",2,"FAIL",3,"INCONCLUSIVE"
1,"Compress",12,20260918,60,16,29.54,32.47,26.61,318,95,23,63,110,22,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",13,20260918,60,47,96.31,95.71,96.12,339,322,43,191,104,99,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",14,20260918,60,25,93.95,95.05,92.86,171,161,13,96,66,61,"PASS",0,"FAIL",4,"INCONCLUSIVE"
1,"Compress",15,20260918,60,47,96.78,95.77,97.01,347,331,43,194,110,106,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",16,20260918,60,21,85.71,85.71,85.71,119,101,4,60,48,41,"FAIL",2,"FAIL",2,"INCONCLUSIVE"
1,"Compress",17,20260918,60,25,76.58,78.86,72.58,299,225,23,138,116,84,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",18,20260918,60,22,81.39,84,78.79,299,246,26,168,84,63,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Compress",19,20260918,60,21,90.7,88.35,93.06,175,158,20,91,60,55,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",1,20260918,60,20,91.99,96.34,87.63,261,243,19,158,88,76,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",20,20260918,60,16,37.66,36.15,39.17,333,121,20,77,114,44,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",21,20260918,60,7,67.5,71.91,57.42,543,367,38,279,136,72,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",22,20260918,60,5,4.14,3.98,4.3,781,30,30,20,274,10,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",23,20260918,60,14,79.1,78.57,79.63,152,119,26,77,34,23,"FAIL",1,"FAIL",1,"INCONCLUSIVE"
1,"Compress",24,20260918,60,30,79.86,83.52,78.57,302,241,23,147,118,93,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",25,20260918,60,12,15.33,17.63,13.03,658,103,40,70,252,29,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",26,20260918,60,11,97.22,94.44,100,57,54,8,34,18,18,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",27,20260918,60,26,79.69,81.61,76.61,298,231,23,142,116,89,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",28,20260918,60,19,40.85,46.48,35.21,355,148,31,99,126,35,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",29,20260918,60,149,50.08,51.8,48.25,2592,1159,171,751,924,361,"FAIL",5,"FAIL",5,"INCONCLUSIVE"
1,"Compress",2,20260918,60,9,64.76,73.97,55.56,118,79,8,54,42,22,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",30,20260918,60,5,4.09,3.88,4.3,769,29,30,19,274,10,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",31,20260918,60,30,75.42,77.33,72.58,296,216,23,133,116,84,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Compress",32,20260918,60,21,39.39,44.09,34.69,367,147,33,97,130,35,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",33,20260918,60,32,82.56,83.3,78.58,169,135,14,82,64,49,"FAIL",2,"FAIL",2,"INCONCLUSIVE"
1,"Compress",34,20260918,60,14,100,100,100,98,98,18,68,14,14,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Compress",35,20260918,60,29,78.5,79.41,75.83,290,219,23,135,112,85,"PASS",0,"FAIL",3,"INCONCLUSIVE"
1,"Compress",36,20260918,60,3,3.18,3.95,2.41,864,28,29,21,326,7,"FAIL",1,"FAIL",1,"INCONCLUSIVE"
1,"Compress",37,20260918,60,21,38.28,43.04,34.09,413,160,35,102,158,44,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",38,20260918,60,66,59.31,61.02,58.88,510,301,75,181,152,71,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",39,20260918,60,17,90.82,83.87,97.78,107,92,14,52,36,35,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",3,20260918,60,10,76.39,72.22,80.56,126,94,13,65,28,21,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",40,20260918,60,7,100,100,100,44,44,4,29,12,12,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",41,20260918,60,13,15.27,17.89,12.64,677,106,41,73,260,29,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",42,20260918,60,55,48.42,98.6,97.87,415,398,58,235,132,125,"PASS",0,"FAIL",2,"INCONCLUSIVE"
1,"Compress",43,20260918,60,45,53.19,61.69,48.12,876,493,66,305,300,135,"FAIL",43,"FAIL",43,"INCONCLUSIVE"
1,"Compress",44,20260918,60,5,100,100,100,26,26,6,17,6,6,"PASS",0,"FAIL",2,"INCONCLUSIVE"
1,"Compress",45,20260918,60,28,81.83,82.63,80.17,283,227,23,138,108,87,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Compress",46,20260918,60,37,99.57,100,99.13,233,232,33,118,96,95,"PASS",0,"FAIL",3,"INCONCLUSIVE"
1,"Compress",47,20260918,60,11,14.63,17.41,11.85,712,107,41,74,278,29,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",4,20260918,60,72,78.56,81.72,75.69,938,754,63,506,284,204,"FAIL",38,"FAIL",41,"INCONCLUSIVE"
1,"Compress",5,20260918,60,10,32.03,34.16,29.9,258,83,12,55,94,26,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",6,20260918,60,35,100,98.59,100,220,215,35,134,60,60,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Compress",7,20260918,60,15,98.41,96.83,100,104,102,9,61,38,38,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Compress",8,20260918,60,15,98.57,91.43,95.24,112,103,10,64,38,36,"PASS",0,"FAIL",4,"INCONCLUSIVE"
1,"Compress",9,20260918,60,17,89.28,82.73,95.83,158,135,13,91,42,40,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Csv",10,20260918,60,18,83.79,88.68,78.91,287,242,15,141,126,99,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Csv",11,20260918,60,12,68.75,75,62.5,184,126,19,78,68,39,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Csv",12,20260918,60,46,"","","",0,0,0,0,0,0,"PASS",0,"FAIL",6,"INCONCLUSIVE"
1,"Csv",13,20260918,60,75,83.56,89.02,78.1,301,253,15,146,136,106,"PASS",0,"FAIL",11,"INCONCLUSIVE"
1,"Csv",14,20260918,60,70,"","","",0,0,0,0,0,0,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Csv",15,20260918,60,67,"","","",0,0,0,0,0,0,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Csv",16,20260918,60,15,76.13,80.99,72.34,215,165,23,98,78,53,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Csv",1,20260918,60,8,77.29,89.19,65.38,63,50,7,33,22,13,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Csv",2,20260918,60,17,100,100,100,45,45,12,20,18,18,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Csv",3,20260918,60,19,97.58,100,95.16,100,97,13,38,60,57,"PASS",0,"FAIL",2,"INCONCLUSIVE"
1,"Csv",4,20260918,60,17,87.73,92.86,82.61,167,148,18,91,58,47,"PASS",0,"FAIL",1,"INCONCLUSIVE"
1,"Csv",5,20260918,60,18,79.61,85.99,73.23,284,228,15,135,124,90,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Csv",6,20260918,60,18,96.86,97.06,96.67,64,62,16,33,20,20,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Csv",7,20260918,60,15,83.14,84.85,81.43,169,139,19,84,58,46,"PASS",0,"PASS",0,"NOT_REVEALING"
1,"Csv",8,20260918,60,43,"","","",0,0,0,0,0,0,"PASS",0,"FAIL",2,"INCONCLUSIVE"
1,"Csv",9,20260918,60,19,97.1,97.14,97.06,69,67,16,34,24,24,"PASS",0,"PASS",0,"NOT_REVEALING"
