"project","bug_id","subject_status","subject_version","test_code_dir","test_class","execution_seconds","tests_run","failures","test_execution","test_status","error"
"Cli",28,"ok","fixed","GenericAlgorithm/TestCode/Cli_28","org.apache.commons.cli.Parser_ESTest",1,14,0,"PASS","ok",""
"Cli",29,"failed","fixed","GenericAlgorithm/TestCode/Cli_29","org.apache.commons.cli.Util_ESTest",1,7,2,"FAIL","test_failed","20:25:51.922 [main] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/cli/Util
20:25:51.967 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/commons/cli/Util
20:25:51.968 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.cli.Util
.E.E.....
Time: 0.47
There were 2 failures:
1) test0(org.apache.commons.cli.Util_ESTest)
org.junit.ComparisonFailure: expected:<!`0^jt[]> but was:<!`0^jt[""]>
	at org.junit.Assert.assertEquals(Assert.java:117)
	at org.junit.Assert.assertEquals(Assert.java:146)
	at org.apache.commons.cli.Util_ESTest.test0(Util_ESTest.java:21)
2) test1(org.apache.commons.cli.Util_ESTest)
org.junit.ComparisonFailure: expected:<[]> but was:<[""]>
	at org.junit.Assert.assertEquals(Assert.java:117)
	at org.junit.Assert.assertEquals(Assert.java:146)
	at org.apache.commons.cli.Util_ESTest.test1(Util_ESTest.java:27)

FAILURES!!!
Tests run: 7,  Failures: 2"
"Cli",30,"failed","fixed","GenericAlgorithm/TestCode/Cli_30","org.apache.commons.cli.DefaultParser_ESTest",1,13,1,"FAIL","test_failed","20:25:57.079 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Adding bytecode for initializing field UNLIMITED_VALUES
20:25:57.079 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.cli.Option
20:25:57.079 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Seeing class for first time: org.apache.commons.cli.Util
20:25:57.079 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class 'org.apache.commons.cli.Util'.
20:25:57.079 [main] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/cli/Util
20:25:57.082 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/commons/cli/Util
20:25:57.082 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.cli.Util
.............E
Time: 0.524
There was 1 failure:
1) test09(org.apache.commons.cli.DefaultParser_ESTest)
org.apache.commons.cli.UnrecognizedOptionException: Default option wasn't defined
	at org.apache.commons.cli.DefaultParser.handleProperties(DefaultParser.java:153)
	at org.apache.commons.cli.DefaultParser.parse(DefaultParser.java:127)
	at org.apache.commons.cli.DefaultParser.parse(DefaultParser.java:75)
	at org.apache.commons.cli.DefaultParser_ESTest.test09(DefaultParser_ESTest.java:158)

FAILURES!!!
Tests run: 13,  Failures: 1"
"Cli",30,"failed","fixed","GenericAlgorithm/TestCode/Cli_30","org.apache.commons.cli.Parser_ESTest",1,16,1,"FAIL","test_failed","20:25:58.182 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Adding bytecode for initializing field UNLIMITED_VALUES
20:25:58.183 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.cli.Option
20:25:58.183 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Seeing class for first time: org.apache.commons.cli.Util
20:25:58.183 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class 'org.apache.commons.cli.Util'.
20:25:58.184 [main] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/cli/Util
20:25:58.184 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/commons/cli/Util
20:25:58.184 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.cli.Util
...E.............
Time: 0.536
There was 1 failure:
1) test07(org.apache.commons.cli.Parser_ESTest)
org.apache.commons.cli.UnrecognizedOptionException: Default option wasn't defined
	at org.apache.commons.cli.Parser.processProperties(Parser.java:266)
	at org.apache.commons.cli.Parser.parse(Parser.java:241)
	at org.apache.commons.cli.Parser.parse(Parser.java:103)
	at org.apache.commons.cli.Parser_ESTest.test07(Parser_ESTest.java:181)

FAILURES!!!
Tests run: 16,  Failures: 1"
"Cli",31,"failed","fixed","GenericAlgorithm/TestCode/Cli_31","org.apache.commons.cli.HelpFormatter_ESTest",1,38,0,"PASS","ok",""
"Cli",31,"failed","fixed","GenericAlgorithm/TestCode/Cli_31","org.apache.commons.cli.Option_ESTest",1,51,36,"FAIL","test_failed","	at org.junit.Assert.assertTrue(Assert.java:42)
	at org.junit.Assert.assertTrue(Assert.java:53)
	at org.apache.commons.cli.Option_ESTest.test22(Option_ESTest.java:241)
35) test25(org.apache.commons.cli.Option_ESTest)
java.lang.AssertionError
	at org.junit.Assert.fail(Assert.java:87)
	at org.junit.Assert.assertTrue(Assert.java:42)
	at org.junit.Assert.assertTrue(Assert.java:53)
	at org.apache.commons.cli.Option_ESTest.test25(Option_ESTest.java:271)
36) test24(org.apache.commons.cli.Option_ESTest)
java.lang.AssertionError: expected:<arg> but was:<null>
	at org.junit.Assert.fail(Assert.java:89)
	at org.junit.Assert.failNotEquals(Assert.java:835)
	at org.junit.Assert.assertEquals(Assert.java:120)
	at org.junit.Assert.assertEquals(Assert.java:146)
	at org.apache.commons.cli.Option_ESTest.test24(Option_ESTest.java:262)

FAILURES!!!
Tests run: 51,  Failures: 36"
"Cli",31,"failed","fixed","GenericAlgorithm/TestCode/Cli_31","org.apache.commons.cli.OptionBuilder_ESTest",1,17,0,"PASS","ok",""
"Cli",32,"failed","fixed","GenericAlgorithm/TestCode/Cli_32","org.apache.commons.cli.HelpFormatter_ESTest",1,39,7,"FAIL","test_failed","	at org.apache.commons.cli.HelpFormatter_ESTest.test09(HelpFormatter_ESTest.java:146)
5) test08(org.apache.commons.cli.HelpFormatter_ESTest)
java.lang.AssertionError: Expecting exception: StringIndexOutOfBoundsException
	at org.junit.Assert.fail(Assert.java:89)
	at org.apache.commons.cli.HelpFormatter_ESTest.test08(HelpFormatter_ESTest.java:130)
6) test24(org.apache.commons.cli.HelpFormatter_ESTest)
java.lang.AssertionError: expected:<35> but was:<39>
	at org.junit.Assert.fail(Assert.java:89)
	at org.junit.Assert.failNotEquals(Assert.java:835)
	at org.junit.Assert.assertEquals(Assert.java:647)
	at org.junit.Assert.assertEquals(Assert.java:633)
	at org.apache.commons.cli.HelpFormatter_ESTest.test24(HelpFormatter_ESTest.java:358)
7) test04(org.apache.commons.cli.HelpFormatter_ESTest)
java.lang.AssertionError: Expecting exception: StringIndexOutOfBoundsException
	at org.junit.Assert.fail(Assert.java:89)
	at org.apache.commons.cli.HelpFormatter_ESTest.test04(HelpFormatter_ESTest.java:83)

FAILURES!!!
Tests run: 39,  Failures: 7"
"Cli",33,"ok","fixed","GenericAlgorithm/TestCode/Cli_33","org.apache.commons.cli.HelpFormatter_ESTest",1,40,0,"PASS","ok",""
"Cli",34,"failed","fixed","GenericAlgorithm/TestCode/Cli_34","org.apache.commons.cli.Option_ESTest",1,51,1,"FAIL","test_failed","20:26:10.100 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Seeing class for first time: org.apache.commons.cli.Option
20:26:10.100 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class 'org.apache.commons.cli.Option'.
20:26:10.100 [main] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/cli/Option
20:26:10.103 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/commons/cli/Option
20:26:10.103 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Adding bytecode for initializing field UNINITIALIZED
20:26:10.103 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Adding bytecode for initializing field UNLIMITED_VALUES
20:26:10.103 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.cli.Option
...........................................20:26:10.134 [main] INFO org.evosuite.runtime.thread.ThreadStopper - Found new thread
E........
Time: 0.524
There was 1 failure:
1) test20(org.apache.commons.cli.Option_ESTest)
org.junit.ComparisonFailure: expected:<...option:   [ARG] ::  []]> but was:<...option:   [ARG] ::  [:: class java.lang.String ]]>
	at org.junit.Assert.assertEquals(Assert.java:117)
	at org.junit.Assert.assertEquals(Assert.java:146)
	at org.apache.commons.cli.Option_ESTest.test20(Option_ESTest.java:202)

FAILURES!!!
Tests run: 51,  Failures: 1"
"Cli",34,"failed","fixed","GenericAlgorithm/TestCode/Cli_34","org.apache.commons.cli.OptionBuilder_ESTest",1,18,0,"PASS","ok",""
"Cli",35,"ok","fixed","GenericAlgorithm/TestCode/Cli_35","org.apache.commons.cli.Options_ESTest",1,19,0,"PASS","ok",""
"Cli",36,"ok","fixed","GenericAlgorithm/TestCode/Cli_36","org.apache.commons.cli.OptionGroup_ESTest",1,8,0,"PASS","ok",""
"Cli",36,"ok","fixed","GenericAlgorithm/TestCode/Cli_36","org.apache.commons.cli.Options_ESTest",1,20,0,"PASS","ok",""
"Cli",37,"ok","fixed","GenericAlgorithm/TestCode/Cli_37","org.apache.commons.cli.DefaultParser_ESTest",1,17,0,"PASS","ok",""
"Cli",38,"ok","fixed","GenericAlgorithm/TestCode/Cli_38","org.apache.commons.cli.DefaultParser_ESTest",1,15,0,"PASS","ok",""
"Cli",39,"failed","fixed","GenericAlgorithm/TestCode/Cli_39","org.apache.commons.cli.TypeHandler_ESTest",1,13,1,"FAIL","test_failed","20:26:25.443 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Seeing class for first time: org.apache.commons.cli.OptionGroup
20:26:25.443 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class 'org.apache.commons.cli.OptionGroup'.
20:26:25.443 [main] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/cli/OptionGroup
20:26:25.444 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/commons/cli/OptionGroup
20:26:25.444 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.cli.OptionGroup
..E.......20:26:25.456 [Time-limited test] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Seeing class for first time: &oQl]QB(-tR8
20:26:25.456 [Time-limited test] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class '&oQl]QB(-tR8'.
20:26:25.457 [Time-limited test] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Error while loading class: java.lang.ClassNotFoundException: Class '&oQl]QB(-tR8.class' should be in target project, but could not be found!
....
Time: 0.49
There was 1 failure:
1) test06(org.apache.commons.cli.TypeHandler_ESTest)
org.apache.commons.cli.ParseException: Unable to find file: Not yet implemented
	at org.apache.commons.cli.TypeHandler.openFile(TypeHandler.java:242)
	at org.apache.commons.cli.TypeHandler.createValue(TypeHandler.java:92)
	at org.apache.commons.cli.TypeHandler_ESTest.test06(TypeHandler_ESTest.java:101)

FAILURES!!!
Tests run: 13,  Failures: 1"
"Cli",40,"failed","fixed","GenericAlgorithm/TestCode/Cli_40","org.apache.commons.cli.TypeHandler_ESTest",1,12,1,"FAIL","test_failed","20:26:30.139 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.cli.TypeHandler
20:26:30.140 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Seeing class for first time: org.apache.commons.cli.Options
20:26:30.140 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class 'org.apache.commons.cli.Options'.
20:26:30.140 [main] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/cli/Options
20:26:30.141 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/commons/cli/Options
20:26:30.141 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.cli.Options
.........E...20:26:30.153 [Time-limited test] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Seeing class for first time: P(4W5ETfz:oGk
20:26:30.153 [Time-limited test] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class 'P(4W5ETfz:oGk'.
20:26:30.153 [Time-limited test] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Error while loading class: java.lang.ClassNotFoundException: Class 'P(4W5ETfz:oGk.class' should be in target project, but could not be found!

Time: 0.467
There was 1 failure:
1) test03(org.apache.commons.cli.TypeHandler_ESTest)
org.apache.commons.cli.ParseException: Unable to handle the class: class java.lang.Integer
	at org.apache.commons.cli.TypeHandler.createValue(TypeHandler.java:103)
	at org.apache.commons.cli.TypeHandler_ESTest.test03(TypeHandler_ESTest.java:65)

FAILURES!!!
Tests run: 12,  Failures: 1"
"Codec",1,"ok","fixed","GenericAlgorithm/TestCode/Codec_1","org.apache.commons.codec.language.Caverphone_ESTest",1,5,0,"PASS","ok",""
"Codec",1,"ok","fixed","GenericAlgorithm/TestCode/Codec_1","org.apache.commons.codec.language.DoubleMetaphone_ESTest",1,75,0,"PASS","ok",""
"Codec",1,"ok","fixed","GenericAlgorithm/TestCode/Codec_1","org.apache.commons.codec.language.Metaphone_ESTest",1,32,0,"PASS","ok",""
"Codec",1,"ok","fixed","GenericAlgorithm/TestCode/Codec_1","org.apache.commons.codec.language.SoundexUtils_ESTest",1,6,0,"PASS","ok",""
"Codec",2,"ok","fixed","GenericAlgorithm/TestCode/Codec_2","org.apache.commons.codec.binary.Base64_ESTest",1,40,0,"PASS","ok",""
"Codec",3,"ok","fixed","GenericAlgorithm/TestCode/Codec_3","org.apache.commons.codec.language.DoubleMetaphone_ESTest",1,76,0,"PASS","ok",""
"Codec",4,"ok","fixed","GenericAlgorithm/TestCode/Codec_4","org.apache.commons.codec.binary.Base64_ESTest",1,15,0,"PASS","ok",""
"Codec",5,"ok","fixed","GenericAlgorithm/TestCode/Codec_5","org.apache.commons.codec.binary.Base64_ESTest",1,43,0,"PASS","ok",""
"Codec",6,"ok","fixed","GenericAlgorithm/TestCode/Codec_6","org.apache.commons.codec.binary.Base64InputStream_ESTest",1,10,0,"PASS","ok",""
"Codec",7,"failed","fixed","GenericAlgorithm/TestCode/Codec_7","org.apache.commons.codec.binary.Base64_ESTest",1,43,1,"FAIL","test_failed","20:40:28.187 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class 'org.apache.commons.codec.BinaryDecoder'.
20:40:28.188 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.codec.BinaryDecoder
20:40:28.188 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Seeing class for first time: org.apache.commons.codec.binary.Base64
20:40:28.188 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class 'org.apache.commons.codec.binary.Base64'.
20:40:28.189 [main] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/codec/binary/Base64
20:40:28.194 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Found static initializer in class org/apache/commons/codec/binary/Base64
20:40:28.195 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.codec.binary.Base64
...........................................E
Time: 0.515
There was 1 failure:
1) test41(org.apache.commons.codec.binary.Base64_ESTest)
org.junit.ComparisonFailure: expected:<AAA=[
]> but was:<AAA=[]>
	at org.junit.Assert.assertEquals(Assert.java:117)
	at org.junit.Assert.assertEquals(Assert.java:146)
	at org.apache.commons.codec.binary.Base64_ESTest.test41(Base64_ESTest.java:429)

FAILURES!!!
Tests run: 43,  Failures: 1"
"Codec",8,"test_compile_failed","fixed","GenericAlgorithm/TestCode/Codec_8","","",0,0,"NOT_RUN","","  symbol:   method setInitialBuffer(byte[],int,int)
  location: variable base64_0 of type Base64
/Users/bb/Desktop/class/SQA/SQA-Project/GenericAlgorithm/TestCode/Codec_8/Base64_ESTest.java:293: error: cannot find symbol
      base64_0.setInitialBuffer(byteArray0, (-420), (byte)0);
              ^
  symbol:   method setInitialBuffer(byte[],int,byte)
  location: variable base64_0 of type Base64
/Users/bb/Desktop/class/SQA/SQA-Project/GenericAlgorithm/TestCode/Codec_8/Base64_ESTest.java:300: error: cannot find symbol
      base64_0.setInitialBuffer((byte[]) null, 2078, (-531));
              ^
  symbol:   method setInitialBuffer(byte[],int,int)
  location: variable base64_0 of type Base64
/Users/bb/Desktop/class/SQA/SQA-Project/GenericAlgorithm/TestCode/Codec_8/Base64_ESTest.java:328: error: cannot find symbol
      base64_0.setInitialBuffer(byteArray0, 41, 1);
              ^
  symbol:   method setInitialBuffer(byte[],int,int)
  location: variable base64_0 of type Base64
Note: /Users/bb/Desktop/class/SQA/SQA-Project/GenericAlgorithm/TestCode/Codec_8/Base64_ESTest.java uses or overrides a deprecated API.
Note: Recompile with -Xlint:deprecation for details.
5 errors"
"Codec",9,"ok","fixed","GenericAlgorithm/TestCode/Codec_9","org.apache.commons.codec.binary.Base64_ESTest",1,38,0,"PASS","ok",""
"Codec",10,"ok","fixed","GenericAlgorithm/TestCode/Codec_10","org.apache.commons.codec.language.Caverphone_ESTest",1,5,0,"PASS","ok",""
"Codec",11,"failed","fixed","GenericAlgorithm/TestCode/Codec_11","org.apache.commons.codec.net.QuotedPrintableCodec_ESTest",1,17,2,"FAIL","test_failed","Time: 0.505
There were 2 failures:
1) test01(org.apache.commons.codec.net.QuotedPrintableCodec_ESTest)
java.lang.ArrayIndexOutOfBoundsException: Index -1 out of bounds for length 2
	at org.apache.commons.codec.net.QuotedPrintableCodec.getUnsignedOctet(QuotedPrintableCodec.java:137)
	at org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(QuotedPrintableCodec.java:220)
	at org.apache.commons.codec.net.QuotedPrintableCodec_ESTest.test01(QuotedPrintableCodec_ESTest.java:39)
2) test07(org.apache.commons.codec.net.QuotedPrintableCodec_ESTest)
java.lang.ArrayIndexOutOfBoundsException: Index -1 out of bounds for length 2
	at org.apache.commons.codec.net.QuotedPrintableCodec.getUnsignedOctet(QuotedPrintableCodec.java:137)
	at org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(QuotedPrintableCodec.java:220)
	at org.apache.commons.codec.net.QuotedPrintableCodec.encode(QuotedPrintableCodec.java:297)
	at org.apache.commons.codec.net.QuotedPrintableCodec.encode(QuotedPrintableCodec.java:470)
	at org.apache.commons.codec.net.QuotedPrintableCodec.encode(QuotedPrintableCodec.java:341)
	at org.apache.commons.codec.net.QuotedPrintableCodec.encode(QuotedPrintableCodec.java:407)
	at org.apache.commons.codec.net.QuotedPrintableCodec_ESTest.test07(QuotedPrintableCodec_ESTest.java:100)

FAILURES!!!
Tests run: 17,  Failures: 2"
"Codec",12,"ok","fixed","GenericAlgorithm/TestCode/Codec_12","org.apache.commons.codec.binary.BaseNCodecInputStream_ESTest",2,9,0,"PASS","ok",""
"Codec",13,"failed","fixed","GenericAlgorithm/TestCode/Codec_13","org.apache.commons.codec.language.DoubleMetaphone_ESTest",1,74,2,"FAIL","test_failed","20:40:46.469 [Time-limited test] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class 'org.apache.commons.codec.binary.StringUtils'.
20:40:46.470 [Time-limited test] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/codec/binary/StringUtils
20:40:46.473 [Time-limited test] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/commons/codec/binary/StringUtils
20:40:46.474 [Time-limited test] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Defined package (3): package org.apache.commons.codec.binary, 628086197
20:40:46.474 [Time-limited test] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.codec.binary.StringUtils
...........E....E..........................................................
Time: 0.538
There were 2 failures:
1) test46(org.apache.commons.codec.language.DoubleMetaphone_ESTest)
java.lang.AssertionError: Expecting exception: NullPointerException
	at org.junit.Assert.fail(Assert.java:89)
	at org.apache.commons.codec.language.DoubleMetaphone_ESTest.test46(DoubleMetaphone_ESTest.java:383)
2) test44(org.apache.commons.codec.language.DoubleMetaphone_ESTest)
java.lang.AssertionError: Expecting exception: NullPointerException
	at org.junit.Assert.fail(Assert.java:89)
	at org.apache.commons.codec.language.DoubleMetaphone_ESTest.test44(DoubleMetaphone_ESTest.java:364)

FAILURES!!!
Tests run: 74,  Failures: 2"
"Codec",13,"failed","fixed","GenericAlgorithm/TestCode/Codec_13","org.apache.commons.codec.binary.StringUtils_ESTest",2,16,0,"PASS","ok",""
"Codec",14,"ok","fixed","GenericAlgorithm/TestCode/Codec_14","Lang_ESTest",1,1,0,"PASS","ok",""
"Codec",14,"ok","fixed","GenericAlgorithm/TestCode/Codec_14","org.apache.commons.codec.language.bm.PhoneticEngine_ESTest",1,7,0,"PASS","ok",""
"Codec",14,"ok","fixed","GenericAlgorithm/TestCode/Codec_14","Rule_ESTest",2,1,0,"PASS","ok",""
"Codec",15,"failed","fixed","GenericAlgorithm/TestCode/Codec_15","org.apache.commons.codec.language.Soundex_ESTest",1,9,1,"FAIL","test_failed","20:40:53.321 [main] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/codec/language/SoundexUtils
20:40:53.322 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/commons/codec/language/SoundexUtils
20:40:53.322 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.codec.language.SoundexUtils
20:40:53.322 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Seeing class for first time: org.apache.commons.codec.language.Soundex
20:40:53.322 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class 'org.apache.commons.codec.language.Soundex'.
20:40:53.323 [main] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/codec/language/Soundex
20:40:53.326 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Found static initializer in class org/apache/commons/codec/language/Soundex
20:40:53.326 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.codec.language.Soundex
......E...
Time: 0.517
There was 1 failure:
1) test7(org.apache.commons.codec.language.Soundex_ESTest)
org.junit.ComparisonFailure: expected:<W[20]0> but was:<W[32]0>
	at org.junit.Assert.assertEquals(Assert.java:117)
	at org.junit.Assert.assertEquals(Assert.java:146)
	at org.apache.commons.codec.language.Soundex_ESTest.test7(Soundex_ESTest.java:96)

FAILURES!!!
Tests run: 9,  Failures: 1"
"Codec",16,"failed","fixed","GenericAlgorithm/TestCode/Codec_16","org.apache.commons.codec.binary.Base32_ESTest",1,19,1,"FAIL","test_failed","20:40:59.985 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.codec.Charsets
20:40:59.986 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Seeing class for first time: org.apache.commons.codec.binary.Base32
20:40:59.986 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class 'org.apache.commons.codec.binary.Base32'.
20:40:59.987 [main] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/codec/binary/Base32
20:40:59.993 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Found static initializer in class org/apache/commons/codec/binary/Base32
20:40:59.993 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.codec.binary.Base32
...................E
Time: 0.554
There was 1 failure:
1) test09(org.apache.commons.codec.binary.Base32_ESTest)
java.lang.AssertionError: expected:<8> but was:<7>
	at org.junit.Assert.fail(Assert.java:89)
	at org.junit.Assert.failNotEquals(Assert.java:835)
	at org.junit.Assert.assertEquals(Assert.java:647)
	at org.junit.Assert.assertEquals(Assert.java:633)
	at org.apache.commons.codec.binary.Base32_ESTest.test09(Base32_ESTest.java:116)

FAILURES!!!
Tests run: 19,  Failures: 1"
"Codec",17,"ok","fixed","GenericAlgorithm/TestCode/Codec_17","org.apache.commons.codec.binary.StringUtils_ESTest",1,23,0,"PASS","ok",""
"Codec",18,"failed","fixed","GenericAlgorithm/TestCode/Codec_18","org.apache.commons.codec.binary.StringUtils_ESTest",1,22,1,"FAIL","test_failed","20:41:06.018 [main] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/codec/Charsets
20:41:06.018 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Found static initializer in class org/apache/commons/codec/Charsets
20:41:06.019 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Defined package (3): package org.apache.commons.codec, -907626822
20:41:06.019 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.codec.Charsets
20:41:06.019 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Seeing class for first time: org.apache.commons.codec.binary.CharSequenceUtils
20:41:06.019 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Instrumenting class 'org.apache.commons.codec.binary.CharSequenceUtils'.
20:41:06.020 [main] INFO org.evosuite.runtime.instrumentation.MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/commons/codec/binary/CharSequenceUtils
20:41:06.020 [main] INFO org.evosuite.runtime.instrumentation.CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/commons/codec/binary/CharSequenceUtils
20:41:06.020 [main] INFO org.evosuite.runtime.instrumentation.EvoClassLoader - Keeping class: org.apache.commons.codec.binary.CharSequenceUtils
..............E........
Time: 0.498
There was 1 failure:
1) test04(org.apache.commons.codec.binary.StringUtils_ESTest)
java.lang.AssertionError: Expecting exception: StringIndexOutOfBoundsException
	at org.junit.Assert.fail(Assert.java:89)
	at org.apache.commons.codec.binary.StringUtils_ESTest.test04(StringUtils_ESTest.java:54)

FAILURES!!!
Tests run: 22,  Failures: 1"
